customer_id,customer_name,email,registration_date,customer_type
426,Joshua Reed,vincentthompson@example.com,2025-11-15,PREMIUM
427,Michael Pope,rodriguezdavid@example.org,2026-05-13,REGULAR
428,Matthew Hernandez,vickihartexample.org,2023-12-30,PREMIUM
429,Patricia Cox,suttonamanda@example.com,2026-05-07,REGULAR
430,Shawn Torres,amanda47@example.com,2023-12-17,REGULAR
431,Lisa Molina,hayley96,2023-12-15,REGULAR
432,Tonya Ferguson,murphyjoseph@example.org,2023-11-09,REGULAR
433,Logan Patterson,jonathan42@example.org,2024-03-25,REGULAR
434,Emily Lamb,james90@example.net,2026-04-06,VIP
435,Barry Farrell,hugheskatherine@example.net,2025-04-10,PREMIUM
436,Carl Carroll,cowanlaura@example.net,2023-09-19,PREMIUM
437,Jamie Moore,danabrandt@example.com,2025-04-08,REGULAR
438,Melissa Walker,wmorgan@example.org,2023-10-18,PREMIUM
439,Ann Boyer,mikayla18@example.org,2023-12-03,VIP
440,Raymond Dean,stevendavis@example.net,2025-12-06,VIP
441,Matthew Hendrix,patricia69@example.com,2023-12-19,VIP
442,Joseph Morris,andrearivera@example.com,2025-03-26,VIP
443,Walter Perry IV,brittney59@example.com,2024-03-12,PREMIUM
444,Hector Sullivan,abrooks@example.org,2024-11-15,PREMIUM
445,Roger Cox,wendymills@example.net,2024-06-02,VIP
446,Caleb Quinn,mathewsjennifer@example.com,2023-11-22,PREMIUM
447,Terrence Flores,eric32@example.com,2025-03-01,REGULAR
448,Jessica Richards,iholt,2024-11-13,PREMIUM
449,Gordon Jones,jill25@example.com,2023-08-16,PREMIUM
450,Sarah Christensen,billy81@example.org,2024-04-25,PREMIUM
451,Lindsay Perry,elizabeth87@example.net,2025-04-24,VIP
452,Maria Benson,christopherpierce@example.com,2025-10-06,PREMIUM
453,Brian Henderson,xadams@example.net,2024-03-18,REGULAR
454,Valerie Brown,acruz@example.com,2024-10-06,REGULAR
455,Tiffany Martinez,twright@example.com,2023-07-22,PREMIUM
456,Russell Wiley,ashley78@example.com,2024-10-29,REGULAR
457,Jasmine Mcguire,fosteralexis@example.net,2023-09-20,PREMIUM
458,Adam Hernandez,twarren@example.org,2026-03-19,VIP
459,Tom Tucker,codytodd@example.com,2024-09-03,REGULAR
460,James Wright,tina44@example.com,2023-08-22,REGULAR
461,Dominic Rowland,martinaustin@example.com,2025-11-06,PREMIUM
462,Stacey Sanchez,grimessteven@example.net,2023-12-22,REGULAR
463,Kristie Ford,amymay@example.org,2025-03-22,PREMIUM
464,Elizabeth Davis,brent11@example.org,2024-10-31,REGULAR
465,Nicholas Anderson,ghayes@example.com,2024-08-17,REGULAR
466,Sarah Byrd,stephaniejones@example.org,2024-08-12,VIP
467,Jessica Wright,brooksbradley@example.org,2025-09-25,VIP
468,Cesar Clark,debra35@example.net,2023-11-10,VIP
469,Abigail Gordon,jacqueline54@example.org,2023-10-12,PREMIUM
470,Jeffrey Scott,jessicaandersen@example.org,2025-08-28,VIP
471,David Welch,gward@example.net,2025-03-24,PREMIUM
472,Richard Zimmerman,gonzalesdylan@example.net,2026-04-14,REGULAR
473,Scott Wallace,brittany86@example.com,2024-10-29,PREMIUM
474,David Hall,michelle44@example.com,2025-09-25,PREMIUM
475,Dr. Sarah Campbell,lyonsdavid@example.com,2023-11-07,PREMIUM
476,Bradley Odom,floresclaire@example.org,2025-02-16,VIP
477,Robert Peterson,moralesalicia@example.com,2025-10-20,PREMIUM
478,Ruth Marsh,ledawn@example.net,2024-03-15,PREMIUM
479,Elizabeth Jackson,langgerald@example.net,2024-05-19,REGULAR
480,Julia Huynh,kevin38@example.net,2025-09-07,VIP
481,Mario Guzman,kelsey53@example.com,2025-07-26,VIP
482,Aaron Hickman,catherinehughes@example.com,2024-03-31,PREMIUM
483,Thomas Miller,joanneholden@example.net,2023-11-30,VIP
484,Justin Hammond,klee@example.com,2025-09-29,REGULAR
485,Jacqueline Cruz,jessicamann@example.com,2023-09-28,VIP
486,Erin Meyer,penaruth@example.org,2026-04-16,VIP
487,Mary Williams,morganashley@example.org,2023-10-31,PREMIUM
488,Christine Kelly,hansenmichael@example.org,2024-02-22,PREMIUM
489,David Osborne,pyoung@example.com,2025-03-21,VIP
490,Elizabeth Hernandez,dustinparrish@example.net,2025-07-10,PREMIUM
491,Beverly Peterson,ericlopez@example.net,2025-01-21,VIP
492,Laura Rice,bfuller@example.com,2023-08-20,PREMIUM
493,Matthew Martin,kmosley@example.com,2025-01-13,REGULAR
494,Jason Hernandez,cynthia30@example.com,2024-05-13,REGULAR
495,Brett Thomas,lindsey27@example.com,2023-09-24,PREMIUM
496,Ashley Scott,luis98@example.org,2024-12-08,VIP
497,John Roberts,cmiller@example.net,2024-04-14,REGULAR
498,Jennifer Taylor,isullivan@example.org,2025-05-26,PREMIUM
499,Nancy Baker,cnelson@example.net,2026-03-16,PREMIUM
500,William Davis,jeremy96@example.com,2026-07-07,PREMIUM
