customer_id,customer_name,email,registration_date,customer_type
432,Caitlyn Harrison,dlane@example.org,2025-06-29,VIP
433,Brandon Freeman,sonyaflores@example.net,2026-05-28,REGULAR
434,Mark Nguyen,morrispaul@example.com,2024-09-30,REGULAR
435,James Barnes,wiserhonda@example.net,2025-12-09,PREMIUM
436,Walter Villanueva,abigail57@example.net,2024-09-06,REGULAR
437,Nicholas Mcdonald,amybuchanan@example.net,2024-05-19,REGULAR
438,Zachary Whitehead,carrillojennifer@example.org,2025-11-21,REGULAR
439,Richard Padilla,nhunt@example.org,2025-06-21,REGULAR
440,Clinton Wilson,adam30@example.net,2025-06-01,PREMIUM
441,Matthew Waters,barbaranguyen@example.com,2025-01-07,REGULAR
442,Annette Maldonado,oharrell@example.org,2025-11-04,VIP
443,Andrew Murphy,younglisa@example.net,2025-01-12,VIP
444,Alexis Johnson,armstrongjesse@example.com,2024-05-28,REGULAR
445,Brandon Diaz,christopher48@example.org,2025-02-05,REGULAR
446,Nicole Patel,jessicamoore@example.org,2026-05-12,VIP
447,Robin Cruz,hvargas@example.net,2026-03-10,PREMIUM
448,Mary Rice,joel84@example.org,2025-11-29,PREMIUM
449,Paula Shelton,tara69@example.org,2024-10-28,VIP
450,Maria Smith,andersonsandy@example.net,2025-04-22,PREMIUM
451,Jill Drake,matthewskevin@example.net,2025-06-13,VIP
452,Elizabeth Williams,ryanwade@example.org,2025-06-23,PREMIUM
453,Kyle Holland,lanekimberly@example.net,2025-04-06,PREMIUM
454,Nichole Ellis,kaylaobrien@example.org,2026-05-19,REGULAR
455,Stephanie Smith,baileyemily@example.org,2025-11-21,VIP
456,Hannah Page MD,connor17@example.org,2023-12-26,PREMIUM
457,Austin Peterson,stuartzachary@example.net,2026-06-08,PREMIUM
458,Whitney Grant,ajimenez@example.net,2023-09-25,REGULAR
459,Lindsey Singh,curtis74@example.com,2024-10-09,REGULAR
460,Craig Jones,oburke@example.com,2025-07-21,VIP
461,Joshua George,michelle02@example.net,2025-03-21,REGULAR
462,Daniel Miller,jennifergreen@example.net,2026-01-25,PREMIUM
463,Paula Peterson,xjones@example.net,2024-01-24,PREMIUM
465,Howard Spence,kenneth26@example.org,2023-08-28,REGULAR
466,Guy Olsen,jennifercooper@example.com,2025-03-29,REGULAR
467,Tony Keith,morristracy@example.com,2023-12-16,PREMIUM
468,Ralph Williams,patrick74@example.net,2023-10-28,REGULAR
469,Tina Huber,sheena83@example.com,2024-10-29,VIP
470,Michael Snyder,rarias@example.com,2026-04-07,REGULAR
471,Desiree Perez DDS,jacob44@example.com,2026-03-30,PREMIUM
472,Mr. Cody Armstrong,sandra98@example.net,2026-03-18,REGULAR
473,Mrs. Lynn Blackburn,carlakim@example.com,2024-04-20,REGULAR
474,Douglas Castillo,torresmichael@example.com,2023-07-29,VIP
475,Brandy Mcclain,warrenlee@example.net,2023-12-26,PREMIUM
477,Daniel Moore,steven88@example.org,2025-02-28,VIP
478,Curtis Miller,tmelendez@example.com,2023-10-06,PREMIUM
479,Ian Ruiz,lisaphillips@example.com,2024-10-23,VIP
480,Brianna Hicks,robertroberts@example.com,2023-10-20,PREMIUM
481,Michael Brown,wagnerjason@example.com,2024-10-20,REGULAR
482,Lisa Moore,iflores@example.com,2024-09-08,VIP
483,Taylor Russell,ehuang@example.com,2024-08-13,VIP
484,Brian Carter,sethadams@example.org,2025-04-30,PREMIUM
485,Debra Miles,usweeney@example.net,2025-08-14,VIP
486,Andrew Duncan,jeremy73@example.org,2025-04-28,VIP
487,Willie Macdonald,williamsernest@example.com,2026-01-06,PREMIUM
488,Stuart Dunlap,romerojamie@example.com,2025-04-13,REGULAR
489,Ashley Rollins,belldebra@example.net,2025-06-24,REGULAR
490,Mrs. Diane Hatfield,hawkinskaren@example.com,2025-08-14,PREMIUM
491,Jack Myers,briggsrandall@example.org,2024-06-24,PREMIUM
492,Matthew Richardson,andradegeorge@example.net,2026-01-16,VIP
493,Stephen Hanna,dpotter@example.com,2023-09-05,REGULAR
494,Alexandra Ware,fullervictoria@example.net,2026-03-13,PREMIUM
495,Michele Roberts,cgarcia@example.com,2025-10-12,PREMIUM
496,Tracy Villa,jmcdaniel@example.com,2024-09-04,REGULAR
497,Mathew Ferguson,cmorris@example.net,2023-09-25,REGULAR
498,Brandon Johnson,sgallagher@example.net,2024-08-04,PREMIUM
499,Tara Torres,nathanalvarado@example.com,2023-09-28,PREMIUM
500,Melinda Meyer,jenniferharris@example.com,2025-06-09,PREMIUM
