transaction_id,user_id,transaction_date,raw_timestamp,store_id,product_category,sale_amount,price,quantity,region,city,age,subscription,status,email,username,payment_method
480,1076,2025-09-21,2025-09-21 04:23:44,11,Sports,3503.95,323.33,7,West,Delhi,56,Premium,Completed,michael31@example.com,mcculloughlouis,Card
111,1220,2025-04-02,2025-04-02 17:25:09,4, Electronics ,4271.32,1308.81,9,South,Chennai,46,Premium,Pending,hthomas@example.com,georgemiller,Card
276,1028,2025-09-11,2025-09-11 12:57:28,10,Clothing,641.24,1421.64,1,South,Chennai,40,Standard,Completed,patrick21@example.net,brian63,Card
487,1108,2025-04-08,2025-04-08 14:23:04,7,Sports,2640.17,532.14,8,South,Mumbai,62,Premium,Pending,patricialawrence@example.com,stevendixon,UPI
364,1186,2025-07-23,2025-07-23 12:30:33,15,Electronics,532.31,1324.64,1,East,Hyderabad,58,Standard,Cancelled,bnelson@example.com,anthonycochran,UPI
255,1044,2025-12-01,2025-12-01 15:35:36,15,Electronics,3889.38,489.15,10,East,Pune,63,Standard,Completed,heather62@example.com,iwhite,UPI
260,1232,2026-06-25,2026-06-25 01:32:55,16,Grocery,2930.68,1740.44,2,West,Mumbai,60,Standard,Completed,,randyallen,UPI
803,1198,2026-04-13,2026-04-13 15:23:59,5,Grocery,917.89,1528.2,6,West,Bengaluru,39,Premium,Cancelled,danielnavarro@example.org,tyler13,UPI
678,1225,2024-08-09,2024-08-09 11:40:09,2,Clothing,785.67,475.12,1,West,Hyderabad,28,Standard,Pending,karla10@example.org,tross,Cash
495,1289,2025-04-05,2025-04-05 07:04:59,6,Grocery,385.68,1075.26,2,South,Hyderabad,27,Premium,Pending,guerrerorobert@example.com,olsontimothy,Card
671,1105,2025-09-16,2025-09-16 01:25:47,20,Clothing,4976.28,580.28,4,West,Bengaluru,44,Premium,Completed,robert44@example.org,nealcarla,Card
378,1066,2026-03-02,2026-03-02 15:31:52,6,Sports,4237.77,31.18,8,South,Bengaluru,27,Standard,Cancelled,franciscojones@example.org,andrew41,Cash
527,1044,2024-09-29,2024-09-29 23:06:28,11,Furniture,4451.47,224.14,5,North,Mumbai,66,Standard,Cancelled,astewart@example.org,nicolasgarcia,Cash
846,1173,2024-11-14,2024-11-14 12:54:12,19,Furniture,4850.15,1261.41,7,South,Bengaluru,25,Premium,Pending,meganwilliams@example.com,lee77,Card
138,1121,2024-10-24,2024-10-24 00:42:10,15,Sports,1460.39,1502.1,8,South,Chennai,33,Standard,Pending,fjones@example.org,vdavis,Cash
356,1213,2025-09-02,2025-09-02 14:10:38,19,Furniture,4021.21,1363.22,3,West,Delhi,40,Premium,,codygarcia@example.org,smithmaria,UPI
366,1201,2025-11-20,2025-11-20 21:14:49,7, Furniture ,4131.54,397.35,6,North,Delhi,44,Premium,Cancelled,amanda03@example.net,lkelly,UPI
943,1008,2025-06-30,2025-06-30 12:20:07,10, Grocery ,2535.32,1738.16,8,West,Hyderabad,44,Standard,Pending,ylittle@example.net,clarkpatricia,UPI
750,1272,2026-02-04,2026-02-04 08:09:36,20,Grocery,3419.37,1768.54,1,West,Mumbai,61,Premium,Pending,jacobjames@example.net,twilliams,Card
949,1123,2024-11-30,2024-11-30 14:18:29,1,Furniture,211.74,71.97,6,East,Hyderabad,28,Standard,Completed,emilywright@example.net,james92,UPI
830,1204,2024-11-02,2024-11-02 19:15:05,20,Electronics,1774.25,1879.39,8,North,Delhi,42,Standard,Cancelled,fgraham@example.org,tkelly,Cash
657,1071,2025-02-22,2025-02-22 01:22:21,8,Electronics,2876.32,1010.49,2,East,Chennai,23,Premium,Cancelled,georgegina@example.net,pmurphy,Cash
200,1277,2025-05-12,2025-05-12 05:04:50,2,Electronics,4931.38,954.7,5,West,Bengaluru,67,Premium,Cancelled,martinezlogan@example.org,howens,UPI
214,1189,2025-05-05,2025-05-05 12:44:58,11,Furniture,276.29,1730.89,3,North,Hyderabad,53,Standard,Pending,michaelroberts@example.com,rduran,Cash
409,1229,2024-10-14,2024-10-14 14:11:13,20,Furniture,4343.15,357.72,7,South,Delhi,55,Premium,Cancelled,rioswhitney@example.com,vsullivan,UPI
333,1144,2024-12-12,2024-12-12 21:38:49,10,Electronics,2434.61,685.84,5,East,Pune,35,Standard,Cancelled,fryraymond@example.com,zhenderson,UPI
209,1153,2025-01-01,2025-01-01 05:43:32,5,Furniture,4577.97,1133.52,7,South,Hyderabad,33,Standard,,adamsjohn@example.org,robertspatrick,Card
614,1155,2025-02-19,2025-02-19 20:18:49,16,Sports,4933.86,150.91,10,West,Bengaluru,18,Standard,Cancelled,steven64@example.net,vaughnrebecca,Card
79,1067,2025-05-24,2025-05-24 07:49:07,10,Furniture,4410.19,,1,South,Mumbai,28,Standard,Cancelled,michael74@example.com,jerry35,Cash
30,1104,2025-09-24,2025-09-24 15:25:41,9,Sports,2468.23,1812.57,1,North,Mumbai,45,Standard,Completed,brianromero@example.org,larsonemma,Cash
536,1124,2025-08-20,2025-08-20 04:28:01,18,Clothing,4870.76,779.96,6,South,Delhi,62,Standard,Pending,michael87@example.net,ypreston,UPI
696,1074,2024-09-18,abcd,8, Furniture ,4218.34,,9,South,Bengaluru,37,Standard,Completed,tom73@example.org,leejennifer,Card
558,1139,2025-08-06,2025-08-06 20:15:00,11, Grocery ,1372.08,214.59,10,West,Chennai,67,Premium,Cancelled,timothy43@example.com,boyerjeff,UPI
837,1295,2026-03-09,2026-03-09 07:55:47,1,Grocery,356.33,1080.49,7,West,Hyderabad,67,Standard,Cancelled,paynecarrie@example.org,pscott,Cash
597,1122,2025-04-19,2025-04-19 20:07:20,18,Electronics,3262.74,1480.01,10,South,Delhi,65,Premium,Pending,mckeetodd@example.net,lopezvincent,Card
166,1078,2026-01-22,2026-01-22 01:38:15,6,Sports,3617.13,1218.18,10,North,Delhi,19,Premium,Completed,lucasrodney@example.com,coxhenry,UPI
919,1193,2024-07-16,2024-07-16 10:22:16,5,Clothing,2031.99,130.87,7,South,Delhi,65,Premium,Cancelled,mary31@example.com,susanwall,Card
496,1210,2024-12-08,2024-12-08 04:30:06,10,Furniture,3740.77,1646.96,5,South,Delhi,30,Premium,Completed,deborahjenkins@example.org,,Cash
825,1051,2024-07-02,2024-07-02 16:13:31,1,Electronics,1367.1,1911.32,10,North,Bengaluru,31,Premium,Pending,zturner@example.net,david80,UPI
66,1052,2026-01-30,2026-01-30 07:59:59,1,Sports,1457.48,967.85,6,South,Bengaluru,34,Standard,Completed,cookemichael@example.net,harringtondenise,Cash
142,1257,2026-02-10,2026-02-10 20:24:46,12,Clothing,1961.52,181.58,4,North,Hyderabad,24,Standard,Completed,lindsaybruce@example.net,lynchdiane,Cash
926,1118,2024-08-19,2024-08-19 06:34:19,7,Clothing,3855.69,338.87,9,East,Chennai,68,Premium,Pending,rebeccamartinez@example.net,michael79,Card
828,1013,2026-05-30,2026-05-30 06:41:26,20,Electronics,4351.58,573.35,4,East,Chennai,57,Standard,Cancelled,zachary62@example.com,jgallagher,Card
656,1042,2026-01-23,2026-01-23 14:09:08,11,Sports,1525.0,145.89,7,East,Mumbai,60,Premium,Pending,mwilson@example.com,,UPI
332,1111,2025-04-07,2025-04-07 18:10:53,15,Grocery,3402.12,1652.14,7,North,Bengaluru,50,Standard,Cancelled,kathrynbest@example.org,matthewsalexander,UPI
665,1094,2025-06-02,2025-06-02 17:23:16,15,Clothing,65.23,416.15,5,East,Chennai,23,Premium,Completed,taylorlinda@example.com,dhanson,Cash
250,1249,2024-11-21,2024-11-21 13:37:49,18,Clothing,2796.82,989.49,3,South,Hyderabad,46,Premium,Pending,johnsondonna@example.net,allencarlos,Cash
908,1075,2025-12-26,2025-12-26 13:58:12,11,Clothing,1983.47,1448.26,8,North,Bengaluru,54,Standard,Cancelled,ymedina@example.net,ryanpatricia,Card
709,1226,2024-09-10,2024-09-10 08:43:23,17,Furniture,3676.13,216.6,6,East,Delhi,26,Premium,Completed,michelle88@example.org,qtownsend,Card
306,1162,2024-10-14,2024-10-14 08:38:56,20,Clothing,3216.25,226.14,8,South,Hyderabad,65,Premium,Completed,megan90@example.com,washingtonjames,Card
735,1029,2025-07-10,2025-07-10 23:23:23,10,Furniture,538.78,302.07,6,East,Hyderabad,70,Premium,Completed,kellis@example.org,george43,Cash
976,1123,2024-08-07,2024-08-07 11:23:41,19,Furniture,3323.28,1953.17,6,West,Bengaluru,23,Standard,Pending,williamsnicholas@example.org,nicholasallen,UPI
50,1139,2026-02-28,2026-02-28 14:23:47,14,Furniture,193.67,685.54,7,South,Pune,47,Premium,Cancelled,steven73@example.net,yleon,UPI
897,1166,2024-07-19,2024-07-19 04:23:50,9,Clothing,2929.24,1619.31,7,South,Chennai,32,Standard,Pending,evanscorey@example.org,qorozco,Cash
3,1216,2024-11-29,2024-11-29 18:20:08,11,Grocery,819.62,1915.28,6,North,Bengaluru,42,Premium,Pending,lrobinson@example.com,blakeerik,Card
545,1070,2025-08-16,2025-08-16 16:10:35,14,Furniture,4473.23,1396.87,7,South,Chennai,50,Standard,Cancelled,timothy31@example.com,michael42,Card
351,1246,2024-12-28,2024-12-28 15:31:37,11,Clothing,63.55,1349.83,2,West,Bengaluru,23,Premium,Cancelled,melissa65@example.com,enelson,UPI
905,1057,2026-05-11,2026-05-11 11:37:48,16,Clothing,4954.3,464.55,5,East,Bengaluru,57,Standard,Completed,cherylbernard@example.com,cynthia74,Card
537,1175,2025-10-17,2025-10-17 13:58:14,18,Clothing,906.77,1345.82,10,West,Bengaluru,55,Standard,Pending,jwelch@example.org,robert99,UPI
345,1183,2026-01-23,2026-01-23 17:28:18,7,Clothing,4743.02,1838.05,7,North,Bengaluru,32,Premium,Completed,stevenvargas@example.com,jessicapayne,UPI
495,1289,2025-04-05,2025-04-05 07:04:59,6,Grocery,385.68,1075.26,2,South,Hyderabad,27,Premium,Pending,guerrerorobert@example.com,olsontimothy,Card
482,1256,2024-07-01,2024-07-01 23:53:48,14,Clothing,3822.06,972.23,4,West,Hyderabad,59,Premium,Cancelled,kristenjoseph@example.net,xhill,UPI
576,1294,2026-06-23,2026-06-23 01:29:47,18,Clothing,1641.87,1930.09,4,North,Mumbai,29,Standard,Completed,andrea55@example.com,umckenzie,Cash
34,1012,2025-01-19,2025-01-19 05:25:08,6,Grocery,3922.81,835.19,4,East,Bengaluru,68,Premium,Pending,nicole35@example.com,samueldaniels,Cash
32,1189,2025-09-24,2025-09-24 18:59:37,19, Sports ,783.06,272.34,5,East,Kolkata,68,Premium,Pending,sarah35@example.org,randy47,Cash
232,1032,2026-06-23,2026-06-23 05:33:42,6,Furniture,1416.01,613.51,2,East,Hyderabad,33,Standard,Cancelled,lfrench@example.net,nancy04,UPI
964,1032,2024-08-16,2024-08-16 02:41:40,15,Clothing,4452.78,1917.03,5,West,Hyderabad,56,Standard,Pending,pjacobs@example.net,renee77,Cash
193,1120,2025-04-12,2025-04-12 04:05:58,15,Grocery,4772.47,617.85,10,North,Hyderabad,59,Standard,Cancelled,berryalyssa@example.com,debra31,Cash
334,1152,2024-08-31,2024-08-31 15:22:28,7,Clothing,2610.6,495.8,1,West,Mumbai,38,Premium,Cancelled,joshuacollins@example.net,terrimoore,Cash
4,1135,2025-05-22,2025-05-22 23:20:27,2,Furniture,2704.33,1946.77,7,North,Chennai,36,Standard,,eric51@example.org,wdavis,Cash
205,1228,2026-03-30,2026-03-30 05:26:53,20,Electronics,1261.43,107.59,8,South,Chennai,31,Premium,Completed,williamsdarlene@example.net,debra96,UPI
515,1147,2024-09-03,2024-09-03 10:45:12,14,Sports,4246.6,534.13,10,East,Kolkata,26,Standard,Cancelled,zgomez@example.com,aprilmclaughlin,UPI
800,1277,2025-05-21,2025-05-21 08:01:58,13,Furniture,647.98,443.28,6,East,Bengaluru,18,Standard,Cancelled,harrisjoseph@example.org,kristine48,Card
307,1163,2025-04-22,2025-04-22 04:45:29,6,Electronics,4117.23,1346.65,6,West,Bengaluru,34,Premium,Completed,fortiz@example.com,fburns,UPI
110,1075,2025-11-02,2025-11-02 07:14:00,3,Clothing,1411.33,1273.49,9,East,Hyderabad,56,Standard,Pending,wallaceheather@example.org,nguyenbrian,UPI
431,1161,2026-05-07,2026-05-07 09:34:20,16,Sports,4350.41,991.79,9,East,Hyderabad,32,Premium,Completed,michael56@example.net,daviskatherine,UPI
78,1236,2025-02-11,2025-02-11 19:24:14,14,Electronics,978.53,736.32,8,West,Delhi,21,Premium,Pending,tholt@example.net,thomas85,UPI
85,1242,2026-02-11,2026-02-11 01:28:23,13,Furniture,4942.65,1588.94,3,West,Bengaluru,26,Standard,Completed,kimberlyjames@example.com,michelle64,Card
287,1133,2025-02-16,2025-02-16 04:12:52,11,Furniture,3518.59,1476.0,6,West,Hyderabad,32,Premium,Completed,timothythompson@example.com,kelly79,Cash
83,1152,2025-06-05,2025-06-05 07:00:30,19,Sports,4994.57,989.49,3,West,Chennai,48,Standard,Pending,tammyking@example.com,shortrichard,UPI
708,1052,2025-10-16,2025-10-16 18:41:06,18,Electronics,2561.16,350.75,2,South,Kolkata,41,Premium,Cancelled,michael08@example.org,davidmoreno,Card
790,1091,2026-03-17,2026-03-17 05:15:58,20,Furniture,2316.25,1823.45,3,North,Hyderabad,62,Premium,Completed,vazquezjamie@example.com,garrett45,Cash
895,1209,2026-04-26,2026-04-26 01:39:49,20,Grocery,,133.38,1,East,Bengaluru,64,Standard,Completed,patrick11@example.org,justinwhite,Card
399,1241,2024-08-17,2024-08-17 00:09:19,5,Grocery,1992.87,1785.05,10,East,Bengaluru,47,Premium,Pending,htaylor@example.net,thompsonnancy,Card
324,1172,2025-10-02,2025-10-02 00:06:16,10,Grocery,1437.72,993.41,2,South,Bengaluru,37,Standard,Pending,ssmith@example.com,mcneilrobert,Card
520,1069,2025-07-07,2025-07-07 20:44:39,16,Clothing,3154.64,1786.28,9,East,Chennai,68,Standard,Cancelled,carlos33@example.com,hmoses,Cash
917,1006,2024-07-02,2024-07-02 16:55:58,10,Electronics,821.64,1764.69,1,South,Chennai,28,Premium,Pending,matthewbeard@example.org,tiffanycoleman,Card
923,1161,2024-09-15,2024-09-15 22:56:33,3,Grocery,91.97,726.17,5,West,Chennai,30,Standard,Pending,hansenkenneth@example.com,wdavis,UPI
6,1083,2025-10-21,2025-10-21 11:41:44,12,Grocery,1087.06,548.62,2,South,Chennai,64,Premium,Completed,janetwilliams@example.org,tracie31,Card
732,1296,2026-05-26,2026-05-26 09:24:24,15,Electronics,4044.26,1221.57,7,North,Chennai,19,Standard,Pending,susan11@example.org,daniel27,Cash
466,1144,2025-07-01,2025-07-01 01:10:50,11,Furniture,3222.47,238.72,9,North,Bengaluru,26,Premium,Completed,wilsonmichael@example.org,susanfleming,Cash
98,1173,2025-01-21,2025-01-21 22:16:42,4,Furniture,4816.32,298.7,4,West,Pune,69,Standard,Completed,sarakim@example.net,omartinez,Card
267,1068,2024-12-14,2024-12-14 01:26:08,5,Electronics,2676.02,36.78,3,West,Hyderabad,64,Premium,Cancelled,nbrooks@example.net,bhopkins,UPI
358,1268,2026-03-21,2026-15-10 08:30:20,19,Sports,1158.73,1912.41,6,North,Chennai,60,Premium,Pending,osbornjames@example.net,flamb,Card
869,1180,2026-02-03,2026-02-03 12:32:01,2,Furniture,2502.76,357.56,2,East,Kolkata,61,Premium,Cancelled,icobb@example.com,dhardin,Cash
799,1085,2025-05-09,2025-05-09 12:54:22,6,Electronics,2107.62,233.21,6,East,Chennai,58,Premium,Cancelled,hernandezanthony@example.com,bwashington,Cash
381,1271,2025-03-12,2025-03-12 23:37:56,16,Sports,4127.26,1962.64,1,North,Mumbai,40,Standard,Completed,robertspencer@example.net,donna43,UPI
632,1147,2025-05-15,2025-05-15 17:08:56,18,Electronics,457.13,997.55,7,East,Chennai,56,Standard,Cancelled,michael30@example.net,hannahking,Card
382,1124,2024-09-10,2024-09-10 16:41:44,2,Grocery,1937.79,1596.49,2,West,Hyderabad,52,Standard,Completed,farmstrong@example.org,wardronald,UPI
491,1201,2026-05-13,2026-05-13 05:01:25,6,Electronics,1766.56,716.79,5,South,Chennai,35,Premium,Cancelled,hoopermario@example.net,mary49,Card
119,1025,2026-02-28,2026-02-28 01:15:34,3,Grocery,2243.41,859.55,10,West,Hyderabad,35,Premium,Cancelled,alyssa42@example.com,scoffey,Cash
901,1022,2024-09-01,2024-09-01 20:52:27,5,Clothing,3862.08,549.96,10,North,Delhi,18,Premium,Cancelled,kristathomas@example.net,kimberlymedina,UPI
251,1248,2025-10-02,2025-10-02 13:01:37,5, Clothing ,4085.32,1928.38,9,West,Hyderabad,61,Standard,Pending,tharper@example.org,joymorales,UPI
524,1110,2026-06-12,2026-06-12 19:39:40,17,Grocery,916.31,760.95,1,South,Kolkata,23,Standard,Cancelled,waustin@example.net,charlesnathan,Cash
10,1046,2025-05-05,2025-05-05 17:39:27,2,Electronics,806.56,,7,North,Hyderabad,42,Standard,Cancelled,clarksherri@example.net,jason76,Card
197,1258,2025-08-23,2025-08-23 23:50:40,7,Sports,2706.47,345.78,9,West,Bengaluru,61,Premium,Cancelled,melissa25@example.net,davidharris,UPI
604,1145,2024-10-28,2024-10-28 09:52:03,15,Clothing,3112.22,338.36,9,East,Bengaluru,29,Premium,Completed,grantstacy@example.org,lonniehobbs,Cash
82,1260,2025-02-09,2025-02-09 09:40:34,5,Electronics,1417.42,1584.21,7,East,Kolkata,68,Standard,Completed,danamullins@example.org,andrewstaylor,Card
784,1283,2025-08-20,2025-08-20 08:41:55,6,Electronics,4141.05,1214.66,1,South,Bengaluru,22,Standard,Pending,kalvarez@example.net,myerstroy,Cash
588,1214,2026-02-09,2026-02-09 05:32:44,6,Grocery,1138.28,604.42,3,South,Mumbai,53,Premium,Completed,fhansen@example.com,annshea,Card
798,1102,2025-11-02,2025-11-02 11:05:57,3,Electronics,2137.33,1978.8,6,South,Mumbai,60,Premium,Completed,sadams@example.net,jonathanburke,Cash
240,1132,2025-10-11,2025-10-11 11:53:57,8,Sports,3746.92,1124.83,10,South,Chennai,41,Standard,Pending,emiles@example.net,kathleenbecker,UPI
291,1281,2026-03-02,2026-03-02 03:47:03,8,Electronics,2337.11,1611.72,3,North,Bengaluru,21,Premium,Completed,colecarla@example.net,sferguson,Cash
212,1060,2024-12-31,2024-12-31 10:38:43,16, Clothing ,3493.35,1413.46,7,South,Chennai,38,Standard,Pending,brandon47@example.net,amitchell,Card
718,1258,2025-02-12,2025-02-12 10:53:31,4,Electronics,4215.84,534.32,9,East,Bengaluru,21,Premium,,kristinelittle@example.net,belindatran,Card
360,1251,2025-07-18,2025-07-18 18:52:23,11,Clothing,1687.93,570.75,9,South,Chennai,59,Standard,Pending,,rebekahhill,Cash
450,1287,2026-01-20,2026-01-20 06:05:28,14,Furniture,1286.99,1435.58,7,West,Bengaluru,34,Premium,Pending,eroberson@example.net,heatherthompson,UPI
228,1151,2024-09-20,2024-09-20 17:39:19,8,Electronics,456.09,325.36,3,West,Hyderabad,41,Premium,Completed,johnsantiago@example.net,danawilliams,Cash
951,1206,2026-02-06,2026-02-06 18:45:08,11,Sports,834.3,477.32,3,North,Mumbai,54,Standard,Cancelled,kennedywilliam@example.org,uperez,Card
947,1215,2025-04-20,2025-04-20 08:58:42,7,Clothing,3895.56,1112.14,2,South,Pune,48,Premium,Pending,scottbaker@example.org,rachel48,Card
797,1052,2024-10-20,2024-10-20 12:38:44,13,Grocery,2247.73,1204.45,1,West,Delhi,30,Premium,Pending,juliecannon@example.com,eflores,Cash
502,1231,2024-07-28,2024-07-28 03:36:54,15,Electronics,4395.01,506.53,9,West,Delhi,20,Standard,Cancelled,davisdonna@example.net,princekimberly,UPI
465,1009,2024-09-07,2024-09-07 10:58:42,20,Grocery,3891.28,492.8,2,West,Bengaluru,51,Standard,Cancelled,nicolealvarado@example.com,kelly98,Cash
363,1105,2026-03-07,2026-03-07 10:05:13,15,Grocery,1848.55,127.46,4,West,Hyderabad,53,Standard,Cancelled,wcasey@example.com,kcooper,UPI
469,1212,2024-09-10,2024-09-10 14:53:27,12,Electronics,4127.03,546.31,1,North,Pune,37,Premium,Completed,simsjason@example.net,michellecoleman,UPI
936,1194,2025-03-18,2025-03-18 07:05:33,2,Grocery,3958.32,1957.55,4,North,Bengaluru,19,Standard,Pending,gregorysmith@example.com,smitherica,Card
429,1097,2026-06-02,2026-06-02 18:36:27,16,Clothing,1212.56,499.27,5,South,Bengaluru,30,Premium,Cancelled,fhernandez@example.net,cummingscraig,Card
8,1033,2025-10-14,2025-10-14 11:18:09,7,Sports,4388.02,643.06,8,West,Pune,59,Standard,Completed,amandasanchez@example.com,onelson,Card
156,1224,2024-10-24,2024-10-24 06:05:09,2,Clothing,382.81,1561.46,6,East,Hyderabad,54,Premium,Cancelled,thompsonkendra@example.com,wwebster,Cash
542,1027,2025-11-18,2025-11-18 16:19:14,1,Sports,4112.73,731.3,5,North,Bengaluru,45,Standard,Cancelled,jerome47@example.net,davidroberson,Card
441,1215,2025-07-26,2025-07-26 09:36:50,20,Sports,2053.62,1816.0,2,South,Hyderabad,32,Standard,Pending,ppowell@example.org,kwallace,UPI
483,1268,2024-10-10,2024-10-10 01:21:55,8,Clothing,404.64,1558.01,6,North,Bengaluru,60,Standard,Pending,natalie77@example.com,tony12,Card
423,1207,2025-04-08,2025-04-08 17:41:23,19,Clothing,2612.83,1479.11,2,North,Chennai,36,Standard,Pending,brooksdanielle@example.net,wheelerbrandon,Card
779,1262,2024-10-24,2024-10-24 22:58:02,5,Furniture,1176.51,,4,West,Bengaluru,51,Standard,Cancelled,wolfdonna@example.net,msparks,Card
950,1200,2026-04-23,2026-04-23 14:09:07,7,Sports,3239.95,1660.53,10,West,Bengaluru,58,Standard,Cancelled,alan44@example.com,lbautista,Cash
335,1254,2025-03-08,2025-03-08 16:25:11,10,Grocery,4539.21,821.11,1,South,Hyderabad,64,Premium,Cancelled,collinssamuel@example.org,sanchezsandy,UPI
577,1140,2025-10-13,2025-10-13 04:35:56,5,Furniture,881.85,752.46,3,West,Bengaluru,55,Premium,Completed,nicholaspierce@example.net,michael77,Cash
935,1243,2025-10-31,2025-10-31 07:32:29,4, Grocery ,2300.16,1099.26,8,South,Mumbai,31,Standard,Cancelled,bradley03@example.org,grant42,Cash
568,1001,2025-11-07,2025-11-07 22:49:56,13,Furniture,649.96,1079.9,6,East,Mumbai,37,Standard,Completed,davisdonna@example.org,gregoryjohnson,UPI
595,1277,2025-08-11,2025-08-11 18:01:40,19,Clothing,3949.07,180.3,6,North,Chennai,61,Standard,Completed,george43@example.net,brian01,Cash
531,1054,2026-04-24,2026-04-24 21:47:27,13,Electronics,476.29,796.0,10,West,Mumbai,40,Standard,Pending,,lshaffer,Cash
582,1099,2026-03-05,2026-03-05 10:15:01,4,Clothing,3441.96,1937.78,8,West,Bengaluru,28,Premium,Completed,tracynolan@example.net,larsonkevin,UPI
708,1052,2025-10-16,2025-10-16 18:41:06,18,Electronics,2561.16,350.75,2,South,Kolkata,41,Premium,Cancelled,michael08@example.org,davidmoreno,Card
449,1251,2025-09-28,2025-09-28 15:06:32,16,Grocery,95.21,872.26,5,South,Delhi,18,Standard,Completed,lellis@example.net,tamarasmith,Card
454,1007,2025-02-08,2025-02-08 19:35:35,16,Clothing,1742.47,636.92,8,East,Chennai,62,Premium,Pending,samantha22@example.net,jennifer58,Cash
229,1157,2025-05-15,2025-05-15 11:49:09,15,Grocery,3818.67,222.42,2,South,Chennai,46,Standard,Completed,xgarcia@example.org,oconnelltiffany,Cash
353,1184,2026-02-16,2026-02-16 19:49:56,11,Furniture,3705.77,208.1,1,North,Pune,26,Premium,Pending,qparker@example.org,mooregina,Card
729,1209,2026-02-02,2026-02-02 22:41:27,13,Clothing,4506.21,691.22,1,West,Delhi,35,Premium,Completed,karenhodges@example.com,rachael86,UPI
213,1273,2026-04-17,2026-04-17 20:30:25,12,Grocery,1344.73,1035.38,8,West,Bengaluru,69,Standard,Pending,qanderson@example.net,kathryn50,Cash
80,1282,2024-09-28,2024-09-28 09:48:53,14,Electronics,1162.27,1685.98,2,West,Kolkata,25,Premium,Pending,jamesrodgers@example.com,tina34,UPI
149,1180,2024-07-03,2024-07-03 23:08:43,18,Grocery,4076.87,366.68,8,West,Mumbai,29,Premium,Completed,sierra24@example.com,david76,UPI
303,1186,2024-09-24,2024-09-24 17:07:58,3,Grocery,3537.46,1331.04,10,North,Hyderabad,37,Standard,Completed,megan92@example.net,samantha91,Cash
629,1034,2026-06-23,2026-06-23 10:34:16,4,Sports,3828.06,1067.1,4,East,Bengaluru,66,Premium,Cancelled,ronald54@example.net,sara99,Cash
778,1070,2024-07-21,2024-07-21 15:44:06,18,Grocery,92.24,612.96,6,West,Kolkata,43,Premium,Pending,greertyrone@example.org,patrickshelton,UPI
507,1081,2025-05-24,2025-05-24 00:11:10,13,Sports,1934.0,1541.16,6,South,Bengaluru,27,Premium,Cancelled,jose86@example.net,cheryl63,Cash
343,1002,2025-04-13,2025-04-13 17:25:47,8,Clothing,3482.95,,3,North,Hyderabad,50,Standard,Completed,whitelinda@example.org,djones,Cash
486,1147,2026-02-15,2026-02-15 10:22:18,1,Grocery,,,8,West,Bengaluru,39,Premium,Cancelled,rebeccaarnold@example.net,jvaldez,UPI
712,1264,2024-09-17,2024-09-17 03:52:33,12,Electronics,2240.76,1544.9,9,North,Bengaluru,39,Standard,Pending,buckleygregory@example.org,erobertson,Cash
134,1043,2025-07-13,2025-07-13 19:56:04,10,Sports,1914.56,1587.49,3,North,Mumbai,60,Standard,Cancelled,fjones@example.com,cameronhill,Card
704,1251,2024-09-29,2024-09-29 15:45:15,4,Furniture,4718.12,997.58,4,South,Chennai,21,Premium,Pending,katherinejackson@example.com,samuelfrost,Card
312,1169,2026-05-01,2026-05-01 15:29:30,7,Clothing,2075.94,1117.14,9,East,Mumbai,36,Standard,Completed,,michelle96,Cash
723,1213,2024-12-14,2024-12-14 13:47:32,6,Clothing,2553.64,979.83,8,South,Mumbai,50,Premium,,kenneth10@example.com,evan79,Cash
630,1109,2025-07-18,2025-07-18 08:35:05,17,Furniture,1863.99,1186.97,8,North,Bengaluru,40,Standard,Pending,lvasquez@example.net,jeanettekrause,Cash
1,1057,2025-11-06,2025-11-06 03:34:23,1,Grocery,1262.21,296.29,2,North,Mumbai,45,Premium,Completed,figueroajohn@example.org,rhodespatricia,Cash
317,1176,2024-08-25,2024-08-25 21:40:58,18,Furniture,4854.99,1187.66,9,North,Pune,42,Standard,Cancelled,powellkara@example.net,shawn75,UPI
707,1263,2024-12-05,2024-12-05 11:14:06,20,Electronics,3546.7,1854.73,8,West,Pune,66,Premium,Completed,alexandra63@example.org,carlsonjennifer,UPI
548,1040,2025-04-14,2025-04-14 22:58:12,5,Sports,4918.72,1967.66,5,West,Chennai,23,Premium,Completed,bkhan@example.com,frankmclaughlin,Card
873,1128,2026-05-28,2026-05-28 08:02:06,8,Furniture,2007.03,612.58,7,South,Chennai,69,Standard,Completed,isabellagriffin@example.org,zterry,Card
533,1114,2025-09-07,2025-09-07 14:29:05,5,Sports,1327.36,739.63,3,East,Delhi,38,Standard,Pending,rosshannah@example.org,lisawoods,Cash
478,1295,2024-10-31,2024-10-31 03:56:04,13,Electronics,3911.6,1845.31,6,East,Pune,70,Standard,Pending,christinaking@example.org,emilybradley,Cash
405,1003,2025-02-20,2025-02-20 06:15:42,17,Clothing,2227.5,475.38,9,East,Bengaluru,27,Premium,Completed,rodney65@example.com,jeffery48,Card
173,1144,2026-04-20,2026-04-20 21:11:12,16,Sports,4417.58,1315.43,8,East,Chennai,18,Premium,Pending,christopher24@example.com,mariahdavis,Cash
126,1075,2025-10-19,2025-10-19 18:36:24,8,Electronics,774.9,410.6,10,South,Delhi,66,Premium,Completed,antonio53@example.com,xsampson,UPI
